UMAP1,UMAP2,Feature,Density
10.02935,10.322573,Australian Astronomy,0.01400399272175444
8.505805,2.9092035,Free-floating planets via microlensing,0.001558045481668103
8.388797,10.27554,Virtual Observatory in Astronomy,0.0018416613258488217
2.892693,8.598877,NGC 6752 studies,0.0020810772982091685
4.676496,3.1278014,X-ray and gravitational wave observations,0.003749622459428201
10.092878,9.627103,Advanced methodologies in astronomy,0.003171340803111671
3.6306968,9.443163,Detailed studies of Local Group dwarf galaxies,0.006055382439390926
4.4912405,8.678762,Smith Cloud,0.00043831539555201957
5.5446367,6.280283,Gamma-ray emissions from NLS1 galaxies,0.0053113512637480015
4.6494007,7.3067894,Boyajian's Star (KIC 8462852) phenomena,0.0026814588904358846
9.428221,9.239848,Point source detection using filtering techniques,0.0027956418926385115
8.096187,5.78135,Guide field in magnetic reconnection,0.003510206487067854
7.6755147,5.9140863,Atomic/molecular systems in strong magnetic fields,0.004408937214082079
4.2359557,7.4802437,O-type stars and their properties,0.1667808496688693
9.129222,8.301717,Achromatic half-wave plates in CMB polarization,0.0018563946164556122
8.882933,7.0308437,Fragmentation in astrophysical structures,0.003554406358888226
11.4667425,6.516219,Gravitational and Cosmological Phenomena,0.006792046969730454
9.540363,9.611762,Astronomical data formats and standards,0.0022063102683668886
7.7784114,10.272964,Speckle Interferometry at SOAR,0.0011013134728575953
11.054294,9.427253,Generative Adversarial Networks in cosmology,0.0022983933346593295
8.752577,7.790742,Mutual interactions/phenomena in astronomy,0.0017827281634216594
3.7241774,8.299035,Orion Nebula Cluster (ONC),0.001756944904859776
6.317319,4.682371,Sunspot umbra and penumbra studies,0.0016280286120503584
9.981959,9.911639,Instrumentation and computational tools in astronomy,0.003981671786485152
8.553367,7.153786,Time delays in astrophysical phenomena,0.09323226295977075
10.764749,10.394236,Russian and Soviet Astronomy Contributions,0.011786632485432458
6.573812,6.143171,Baryon Acoustic Oscillations (BAO),0.004582053378711868
5.8187447,12.237731,CARMENES exoplanet search around M dwarfs,0.0024236263048170495
8.449276,5.629,GALPROP code and cosmic-ray propagation,0.0016501285479605442
8.929401,6.87839,Kappa distributions in astrophysical plasmas,0.0012118131524085248
3.8546119,9.813853,Green Pea galaxies,0.004637303218487333
8.357168,9.835014,Australia Telescope Compact Array (ATCA),0.0026409423412672105
6.112335,8.474667,Zodiacal light and interplanetary dust,0.0015985620308367773
10.471727,7.7571006,Numerical Relativity,0.0018858611976691935
4.703171,5.729669,Blue Large-Amplitude Pulsators (BLAPs),0.003178707448415066
8.107233,9.016872,Laue lenses and bent crystals,0.002961391411964905
10.374775,4.37959,Dark Energy Spectroscopic Instrument (DESI),0.0016795951291741255
9.282475,8.169572,MAXIMA experiment and CMB anisotropy,0.001270746314835687
9.238144,6.6195703,Buoyancy instabilities in astrophysics,0.001900594488275984
10.451315,6.3979993,Primordial Non-Gaussianity (PNG) Constraints,0.004151104628463244
4.0046854,8.561434,Bok globules,0.0009981804386100615
5.991457,6.447699,Forbush Decreases (FDs),0.0010018637612617591
9.902433,9.845651,Blind methodologies in astronomy,0.0035065231644161566
8.399059,6.1709533,Electrostatic forces and charged particle dynamics,0.003410756775472018
8.602461,4.9272103,Telescope Array (TA) and UHECRs,0.0029503414440098124
5.6431947,6.0015426,Gamma-ray emissions from radioactive decay,0.0025267593390645832
5.2075496,5.1691585,Neutron-capture elements in planetary nebulae,0.002364693142389887
8.4759865,5.2740984,Knee in cosmic ray spectrum,0.0024346762727721423
5.3109674,6.7734437,Asteroseismology,0.011469866737386461
10.179306,9.556899,Software citation and programming tools in astrophysics,0.0013554627358247327
9.239505,7.070234,Nonminimal coupling in astrophysics,0.0029282415080996264
5.60894,10.313381,Retrograde orbits and resonances,0.0033923401622135297
8.935794,10.570858,Herschel SPIRE FTS Calibration,0.0015764620949265914
4.998558,5.513712,Magnetars and their properties,0.008998357238097342
5.745395,10.725531,Impact cratering and impactor dynamics,0.006335314960919947
7.530437,9.722508,SOXS instrument and development,0.0008434808872387603
9.64044,10.587024,Antarctic sites for astronomical observations,0.0012744296374873846
4.232409,7.415976,Veiling in T Tauri stars,0.0008397975645870627
5.8554845,11.653195,Hot Jupiters and their properties,0.005734933368693231
10.517238,6.5921297,Kerr metric/spacetime,0.005344501167613281
4.5591173,9.512604,Galactic warp and its dynamics,0.0014217625435552904
11.176069,6.7032566,Scale invariance in cosmology,0.007094079427169661
9.480874,10.965695,Instrumentation and Technological Development,0.0027551253434698374
4.96822,9.503329,M<sub>BH</sub>-σ relation in galaxies,0.0030534744782573465
11.309838,6.3499246,Brans-Dicke theory and scalar field,0.0011749799258915482
7.8294744,9.263007,MAGIC telescope and gamma-ray observations,0.004559953442801683
10.354643,6.8104887,Early Universe and Cosmological Probes,0.033334069997863675
9.126274,8.254441,B-mode polarization in CMB,0.0026777755677841867
10.694197,5.7681847,Reheating phase of the universe,0.004088488143384385
4.884243,8.4866705,Chamaeleon I star-forming region,0.0017311616462978923
9.841488,9.565635,Data and software management in astronomy,0.003256057224100717
7.256196,7.681283,CS molecule in astrophysics,0.017591548984507946
5.871605,10.779,Rubble pile asteroids' properties and dynamics,0.0012265464430153152
4.1924663,7.240461,Circumstellar envelopes around evolved stars,0.003388656839561832
6.0798826,12.268848,Transiting exoplanets and Twinkle mission,0.0016832784518258231
10.831271,9.541484,Phylogenetic classification in astronomy,0.002736708730211349
5.7044983,7.257912,Blazars and their properties,0.006777313679123664
6.998608,8.176264,Detection of amides and urea in ISM,0.0030645244462124393
5.4717155,7.830451,Stellar interiors and astrophysical processes,0.0030866243821226253
9.774455,9.452506,Denoising techniques in astronomical data,0.0008655808231489462
5.2709794,5.1936836,Neutron-capture elements in planetary nebulae,0.0016059286761401725
8.246924,7.002617,Thermal processes in astrophysics,0.026136857536446477
10.469561,8.583975,Computational methods in astrophysics,0.002744075375514744
8.269112,6.667594,High-energy astrophysical phenomena,0.0025046594031543977
8.124321,7.5060024,Extragalactic phenomena,0.022471951498007323
8.434415,5.364458,Cosmic rays energy spectrum and composition,0.01264484666327801
8.749788,6.1673436,Firehose instability in plasmas,0.00115656331263306
5.851459,11.020879,Cometary dust analysis,0.0028472084097622783
4.8788342,4.8013783,Neutron star crust properties and behaviors,0.00553235062284986
4.352154,6.4097805,Eclipsing binaries and accretion processes,0.017433166110484948
7.1577463,9.987268,Far-Infrared (FIR) Emission,0.005226634842758956
7.5051947,8.038772,Phosphorus in astronomy,0.1628654776901147
6.794423,9.295698,Silicate features in mid-infrared spectra,0.004372103987565103
8.657245,5.0737877,CORSIKA air shower simulations,0.002073710652905773
4.029711,9.794481,Polar and ring structures in galaxies,0.2573905869006313
4.955632,5.5082674,Magnetars,0.043496357193897474
11.071437,7.0983543,Fine-tuning in cosmology,0.0020479273943438897
5.68884,7.215333,Blazar classification using machine learning,0.002066344007602378
4.1115055,9.746985,Peanut/X-shaped structures in galaxies,0.0025157093711094904
7.079726,4.972806,Magnetic twist in solar structures,0.004998268838353702
9.772324,10.945092,Instrumentation and observational techniques in astronomy,0.0013075795413526633
8.415881,8.322984,Periodicity in astronomical phenomena,0.005760716627255114
4.6847553,9.235075,Galaxy mergers and dynamics,0.05412274304404517
7.121867,8.324515,Polycyclic Aromatic Hydrocarbons (PAHs) in Infrared Spectroscopy,0.005827016434985672
9.408644,10.252496,Telescope pointing calibration and accuracy,0.0014328125115103832
6.1393976,7.9196153,High-energy emissions and AGN jets,0.002884041636279255
2.9182599,8.606462,NGC 3201 Globular Cluster,0.0012339130883187105
9.510051,7.9810405,Compensated Isocurvature Perturbations (CIPs),0.004081121498080989
4.9054914,8.478778,Chamaeleon star-forming region,0.0017790448407699617
10.401685,7.937731,Numerical schemes in astrophysics,0.0024383595954238398
5.6764884,7.234312,Blazar Sequence,0.017853064892778478
3.0520358,8.535751,Young open cluster IC 2391,0.0024420429180755376
7.5817356,8.556676,Spectral lines detection and analysis,0.14338070086263416
5.5539274,3.8933923,Energy extraction from rotating black holes,0.0019190111015344722
9.403992,8.041301,Cosmic Microwave Background Anisotropies,0.0024015263689068636
10.165433,10.134321,Proposal review processes and biases,0.0019889942319167276
11.996387,6.403974,Chern-Simons modified gravity,0.0016390785800054514
3.568332,9.313147,Cartwheel galaxy,0.002228410204277074
5.2232695,7.889259,Dartmouth Stellar Evolution Models and Isochrones,0.0014806957059824526
4.8542686,10.286295,Accretion disks around compact objects,0.03307255408959314
7.764729,8.564288,Spectra/Spectrum in Astronomy,0.19267460791030372
8.024523,7.006623,Fallback accretion in astrophysics,0.0016464452253088465
10.67602,8.290415,Bayesian Methods in Astronomy,0.0012633796695322916
10.932283,7.2259173,Correlation functions in cosmology,0.011469866737386461
11.904229,6.4688287,Cosmological parameters and modified gravity theories,0.0557986548505676
11.972405,6.378748,Bigravity Theory,0.002036877426388797
10.411158,8.969302,Propellantless solar wind/light propulsion,0.0024236263048170495
5.3180056,6.774954,Kepler Mission and Asteroseismology,0.02575747530332162
5.740623,6.2896957,Extragalactic Background Light (EBL) and Gamma-rays,0.0019595276507031463
10.671239,6.881688,Anthropic Principle,0.0025893758241434433
8.8088665,4.12172,KM3NeT project and technologies,0.001775361518118264
5.1767864,8.072037,Stellar and Galactic Dynamics,0.0036722726837425503
9.016517,7.008279,Complex astrophysical interactions/perturbations,0.00256359256558156
7.8407907,6.4271317,Escape fraction of ionizing photons,0.011241500732981208
6.569636,11.422879,"Asteroid and comet missions, Saturn's rings",0.0028693083456724643
3.653026,6.6753035,DQ white dwarfs and characteristics,0.0016759118065224278
4.824892,7.2954073,Type II and Anomalous Cepheids,0.002066344007602378
10.878606,6.267882,Domain walls in cosmology,0.0017311616462978923
9.297104,7.5335255,Fractal dimensions in astronomy,0.0033039404185727862
8.380574,10.823566,GRAVITY instrument and VLTI technologies,0.001116046763464386
8.9714,7.5880027,Substructures in astronomical entities,0.004055338239519105
5.6198235,10.599749,Solar System orbital precessions and PPN formalism,0.004453137085902451
10.984674,6.5538096,Finsler Geometry in Cosmology,0.0009834471480032708
5.336534,7.713359,Detailed Stellar and Solar Observations,0.003038741187650556
8.846599,7.292105,Asymmetry in astrophysical contexts,0.03109092650297981
7.4233747,7.5078874,Silicon Carbide in Astrophysics,0.0009245139855761085
10.010166,3.9217186,XENON experiment and dark matter detection,0.0024530928860306304
4.887686,9.360452,"Merging galaxy clusters, multiwavelength observations",0.0030939910274260206
7.5223556,7.825069,Silica aerogels in space missions,0.0023020766573110273
4.8251905,11.00781,Radial migration in galactic disks,0.0021252771700295404
11.0665245,9.501235,Machine learning for inferring astrophysical properties,0.013178928447774168
10.002586,9.430955,Visualization tools and techniques in astronomy,0.0024936094351993045
7.459337,6.3042307,Tidal forces and dynamics in celestial bodies,0.005086668581994446
7.087329,8.241884,Glycine detection in astrochemistry,0.0009466139214862944
9.535107,10.946681,Technical and Instrumental Details in Astronomy,0.001499112319240941
8.9965725,6.4453244,Keplerian disc hydrodynamic instabilities,0.00315660751250488
8.998453,8.890433,Flybys in astronomy,0.004099538111339477
10.770258,4.5040255,Unified dark matter and dark energy models,0.0032450072561456236
8.383623,7.3395433,Physical properties of astrophysical materials,0.0019337443921412629
7.6392436,10.744134,SVOM mission and ECLAIRs instrument,0.0014733290606790573
5.6655107,11.04735,Exoplanetary system architecture and dynamics,0.0018158780672869381
7.4265704,9.503485,Chandra ACIS radiation damage protection,0.0013259961546111516
8.83253,4.391684,High-energy tau neutrinos and detection methods,0.001127096731419479
9.967936,8.08451,Three-Point Correlation Function (3PCF),0.0027735419567283255
8.945572,6.7891555,Dynamical models and processes,0.0761195459199835
2.6040852,5.406393,Type Ibn Supernovae and Characteristics,0.0021252771700295404
4.8696475,10.653837,Inner disk and chondrule rims,0.0025046594031543977
7.5490613,11.242771,Simbol-X mission and capabilities,0.0019042778109276816
4.6682878,8.173325,Barnard's Star and Regions,0.001362829381128128
12.035456,6.467882,Modified Gravity (MOG) Theory,0.0009944971159583638
6.1778765,10.715541,(486958) Arrokoth (Ultima Thule),0.0034549566472923893
8.49965,8.319187,Diurnal effects in astronomy,0.003646489425180667
5.152106,8.508414,Pillars of Creation in star-forming regions,0.0039264219467096875
5.349108,8.478318,Sulfur chemistry in star-forming regions,0.0018011447766801477
2.6741881,5.405478,Type Ia supernovae detonation mechanisms,0.002408893014210259
9.265407,7.407545,Double structures in astrophysics,0.023779531039359987
4.8071237,10.559472,Gap opening in protoplanetary disks,0.012177064686512409
5.5078673,5.8238845,Afterglows of gamma-ray bursts (GRBs),0.0037827723632934797
10.38914,8.326875,Advanced theoretical and observational astrophysics,0.0022357768495804694
5.200144,4.8962374,Isospin asymmetry in nuclear matter,0.0016169786440952654
9.988529,10.415727,Italian astronomy projects and events,0.010788452046822397
3.8945563,7.6400204,Tip of the Red Giant Branch (TRGB),0.00231312662526612
7.3921347,7.190774,Nano-diamonds in astrophysical contexts,0.0011639299579364554
10.123365,4.0152726,3.5 keV X-ray line in dark matter studies,0.003171340803111671
8.804186,10.075452,Adaptive Optics and Integral-Field Spectroscopy,0.002073710652905773
4.1070256,7.444096,B-type supergiants analysis,0.0051308684538148176
6.999269,8.029527,Organic molecules in space,0.004714652994172983
8.395091,7.1070824,Detailed physical processes in astrophysics,0.003046107832953951
6.455671,5.962793,Magnetic Chemically Peculiar (mCP) Stars,0.002582009178840048
7.719606,5.87866,Photon interactions with magnetic fields,0.0033923401622135297
6.5712,10.353116,Detailed observational and theoretical analysis of celestial objects.,0.0026483089865706054
6.0578847,6.641221,Intermediate Luminosity Optical Transients (ILOTs),0.0016538118706122418
10.216173,3.8232167,Time Projection Chambers in Dark Matter Detection,0.0012339130883187105
7.3839407,9.604223,Athena X-ray Observatory and X-IFU,0.0032892071279659956
10.2422695,6.0235786,Vortons and superconducting strings,0.0014733290606790573
4.983709,4.8059297,Neutron skin thickness of <SUP>208</SUP>Pb,0.0013812459943866164
5.5489626,5.873438,Gamma-ray bursts' fluence and duration,0.0036833226516976435
9.401591,10.419566,Telescope design and optimization,0.0055655005267151395
5.5933466,10.59676,Hierarchical multiple star systems with detailed orbital dynamics,0.006136415537728274
9.083267,7.2181325,Bifurcation theory in astrophysics,0.002548859274974769
3.6764064,6.899705,Subdwarf B (sdB) stars,0.0024751928219408164
7.691027,6.540787,Gaunt factor in thermal bremsstrahlung,0.0027182921169528608
8.656238,10.838335,NIKA/NIKA2 instrument and KIDs technology,0.0012670629921839893
5.9848084,12.175701,Transiting exoplanets observations,0.00237574311034498
7.330142,6.445637,Radioactive isotopes and nuclear decay,0.007167745880203614
7.307203,9.76155,eROSITA Final Equatorial Depth Survey (eFEDS),0.0007035146264742499
7.640569,6.9373717,Nuclei in astronomical contexts,0.011937648714152062
9.479824,7.726216,Coordinate systems in astrophysics,0.0022762933987491435
6.337228,11.077678,Asteroid (99942) Apophis,0.0011897132164983388
5.331224,6.825333,XTE J1550-564,0.004523120216284706
4.2420034,5.4470067,Millisecond Pulsars and Related Studies,0.0020589773622989825
11.17839,6.3225913,Schwarzschild metric and related phenomena,0.00848637538951137
4.0022163,8.666522,Sombrero galaxy and globular clusters,0.0006998313038225522
10.516693,4.2018127,Sommerfeld enhancement in dark matter annihilation,0.003035057864998858
10.43553,8.780311,Advanced computational techniques in astrophysics,0.0022652434307940507
9.467403,10.589848,Specific observational astronomy projects and instruments,0.0023978430462551657
8.82165,9.550654,Anti-reflection coatings in millimeter-wave applications,0.0042284544041488945
3.465583,7.2274933,Wolf-Rayet stars,0.0077754941177337255
2.9865868,8.6409235,M32 (NGC 221) studies,0.0016980117424326136
11.5070505,6.303207,Tensor-Vector-Scalar (TeVeS) Theory,0.0012523297015771988
4.1171103,8.433877,Westerlund 1 cluster properties,0.0021215938473778426
9.979438,5.955763,Vainshtein mechanism,0.0014475458021171738
9.231595,4.418081,Neutrino masses and cosmological constraints,0.0033444569677414603
10.223249,8.671241,Benchmarking in astrophysics,0.003068207768864137
6.041032,7.9801593,High-Energy Cutoff in AGNs,0.002633575695963815
10.351887,7.826852,Numerical simulations in astrophysics,0.002559909242929862
9.152595,8.759931,Global 21-cm signal detection methods,0.0019190111015344722
6.689141,6.9619436,Boron abundance in astronomy,0.0013775626717349187
4.5878477,6.081332,High-mass X-ray binaries with INTEGRAL observations,0.002445726240727235
10.189945,7.131908,Fine-structure constant (α),0.006629980773055758
8.493997,2.777533,Gravitational Microlensing,0.012515930370468593
4.831417,4.8454013,Neutron stars and their properties,0.060413858133144746
7.158789,8.259444,Polycyclic Aromatic Hydrocarbons (PAHs),0.009679771928661407
7.535398,5.6710854,Biermann battery effect in magnetic field generation,0.0016648618385673348
5.267322,4.849995,Density dependence of nuclear symmetry energy,0.00276617531142493
8.324424,10.253493,Simons Observatory (SO),0.0026372590186155126
6.208982,6.9974866,"CEMP stars, chemical abundances, formation scenarios",0.002810375183245302
7.6454897,5.8924336,Magnetic fields in astrophysics,0.13767891739780622
4.2809496,7.043533,Hybrid stars and mixed phase,0.0030534744782573465
11.169455,7.2612906,Hubble constant measurement and discrepancies,0.013079478736178332
5.932422,8.931781,Dark matter and high-redshift galaxies,0.0024162596595136542
8.189546,10.946576,Alpha Magnetic Spectrometer (AMS) on ISS,0.001996360877220123
4.3093185,5.462809,Millisecond Pulsars (MSPs),0.0032707905147075075
5.3732257,10.955306,Thermal evolution of chondritic meteorites,0.0016906450971292182
9.395782,9.722493,Advanced imaging technologies in astronomy,0.00307925773681923
5.1249785,7.1648517,Fingering Convection in Stars,0.0011418300220262694
9.569549,9.734437,CLEAN algorithm in radio interferometry,0.002158427073894819
4.8829603,7.792174,Photometric variability and light curve analysis,0.0023610098197381895
8.714586,10.54965,Attitude determination and positioning systems,0.0024015263689068636
9.99822,7.5599074,Fast Multipole Method (FMM),0.0016538118706122418
8.8419895,8.229227,Polarimetry and Spectropolarimetry,0.011053651277744627
8.64503,7.417851,Radiative transfer in astrophysics,0.02505396067684737
2.8657088,5.790483,Supernova Remnants (SNRs),0.011119951085475185
4.961361,10.594816,Protoplanetary disks and dust continuum observations,0.005042468710174074
6.184619,11.571661,Trans-Neptunian Objects (TNOs),0.001425445866206988
7.081544,11.911693,SETI and related technologies,0.0032486905787973215
9.356041,10.471978,Astronomical sites and observatories,0.03145189212284618
4.8262243,9.873497,Specific angular momentum in galaxies,0.002191576977760098
8.530026,2.878396,Microlensing events and KMTNet data,0.004983535547746912
5.6400313,10.540185,Orbital mechanics and stellar structures,0.0023941597236034682
7.397106,9.6767235,H.E.S.S. observatory and results,0.002268926753445748
4.834056,7.328467,Boyajian's Star (KIC 8462852) and its variability,0.0006629980773055758
6.6225076,8.840605,Interstellar Scintillation (ISS),0.0016795951291741255
5.38588,5.707941,GW170817 and GRB 170817A,0.01053430278385526
10.419038,4.2844663,Dark Energy Survey (DES),0.006585780901235386
6.6845183,7.029251,Strömgren photometry and metallicity calibration,0.0018858611976691935
7.916395,7.865593,"Presence of ""SAM"" in astronomy contexts",0.002364693142389887
8.903697,9.754192,Speckle noise and imaging techniques,0.0026151590827053267
5.0981827,9.246064,Reticulum cluster in astronomy papers,0.0007550811435980169
4.7090745,3.1353676,Gravitational wave detectors and analysis,0.0030939910274260206
6.8708553,7.556458,Iron (Fe) ion spectroscopy and atomic data,0.001569095449623196
8.424237,5.116088,KASCADE-Grande experiment and cosmic rays,0.0008066476607217839
10.270111,8.921187,Underground laboratories and experiments,0.0022210435589736788
10.748727,6.510477,Cosmological backreaction and NEC violation,0.0018563946164556122
8.674119,10.582478,Advanced X-ray detector technology development,0.0015064789645443362
7.374766,9.461592,Suzaku X-ray observations,0.004585736701363566
6.575605,9.772454,COMBO-17 survey,0.0011491966673296647
8.352918,6.2896204,High-energy astrophysical phenomena and particle interactions,0.002467826176637421
2.6566894,5.4240165,Flame propagation in Type Ia supernovae,0.0015875120628816844
10.249649,5.625704,Q-parameter and QCD,0.016516018770212235
4.5519037,10.0857935,Lopsidedness in galactic disks,0.00173484496894959
8.062384,7.5813246,"""Sausage"" in astrophysical contexts",0.0024420429180755376
8.048668,7.858853,Sausage-related astronomical phenomena,0.001786411486073357
7.7854695,9.339841,AGILE mission in gamma-ray astronomy,0.0027956418926385115
8.651188,4.9188166,Extensive air showers,0.007676044406137889
2.9373,7.3861146,Pulsar Wind Nebulae (PWN),0.0029724413799199984
8.394578,5.5066476,Cosmic rays and heliospheric modulation,0.002998224638481882
3.7746239,8.490895,Pleiades star cluster,0.003429173388730506
9.258561,4.35083,Majorana neutrinos,0.0025562259202781645
6.068267,10.510445,Haumea and its properties,0.001941111037444658
7.393218,6.277133,Tidal interactions in planetary and stellar systems,0.0016869617744775206
6.8728743,8.061066,Complex Organic Molecules (COMs),0.0018453446485005194
7.585026,10.330187,Hipparcos satellite data,0.005996449276963764
11.376957,6.192924,Gauge theory and gauge invariance,0.007617111243710726
6.076201,8.80235,Megamasers (OH and H₂O),0.002821425151200395
10.29617,10.382439,Astronomy outreach and sustainable development,0.0010092304065651542
8.803846,4.1858745,KM3NeT neutrino telescope research,0.0015727787722748937
10.30329,7.6238503,IllustrisTNG simulations,0.0031050409953811134
10.476905,5.622339,Binding Energy,0.002644625663918908
6.7931643,8.491693,[C II] 158 μm line in FIR studies,0.0029871746705267886
6.9896193,5.18544,Ground-Level Enhancements (GLEs) and Solar Phenomena,0.0013259961546111516
7.587843,10.240783,Odin satellite molecular emission observations,0.006202715345458832
7.572424,11.200359,TianQin mission and related studies,0.0023168099479178176
3.9791198,8.570636,Upper Scorpius association studies,0.0013665127037798257
7.771521,6.671902,Radioactive nuclei in astrophysics,0.0024125763368619563
8.579772,10.576399,AstroSat-related content,0.002331543238524608
5.001383,11.016482,Formation of terrestrial planets,0.0031971240616735547
9.542621,9.738103,Astrophysics Data System (ADS),0.0026077924374019314
7.931513,10.080227,GMRT low-frequency radio observations,0.004324220793093033
10.918087,6.9191475,ΛCDM model in cosmology,0.03259003882222075
9.104272,8.248501,CMB Polarization Measurement and Instrumentation,0.0014843790286341503
4.758172,6.164387,"Gamma-ray binaries, LS I +61 303",0.0019300610694895652
3.1894827,6.013069,WZ Sge-type Dwarf Novae,0.002036877426388797
8.24619,9.459496,High-Altitude Water Cherenkov Observatory,0.0015764620949265914
12.06037,6.3526716,Hořava-Lifshitz Gravity,0.0022652434307940507
6.6608214,9.745792,COSMOS Survey,0.011057334600396325
10.25182,7.9473047,Detailed theoretical and computational models in astronomy,0.002666725599829094
7.538033,6.8169875,Radioactive isotope <SUP>26</SUP>Al in astrophysics,0.0017827281634216594
11.568928,5.871269,Lorentz Violation,0.002283660044052539
10.85517,5.953376,Positivity bounds in effective field theories,0.0018600779391073098
5.1833105,9.302962,Red sequence in galaxy clusters,0.0031492408672014853
5.1155734,8.468529,Infall motion in star formation,0.010199120422550775
5.670846,10.591925,Orbital dynamics of small bodies and binaries,0.002147377105939726
10.159801,3.8577528,EDELWEISS dark matter search experiment,0.0021621103965465166
4.544558,9.952891,Spiral structures in astronomy,0.037754057179900845
10.371523,5.1182327,Q-balls in supersymmetric theories,0.0007992810154183887
11.970088,6.3307962,Yukawa gravity and implications,0.0021989436230634932
5.5650177,11.577658,Jupiter's atmosphere and internal structure,0.0023794264329966776
4.382254,9.124687,"2 mm observations, Galactic Center",0.0032302739655388334
5.1866674,7.4657083,TW Hya accretion and variability,0.0027293420849079536
5.486449,7.0230536,PKS 2155-304,0.00558023381732193
8.272521,6.488117,PeV energy astrophysics phenomena,0.014560174442160784
6.9551663,5.1081624,Microwave Zebra Patterns in Solar Flares,0.0024567762086823283
10.017613,3.9433684,XENON dark matter detection experiments,0.0017311616462978923
5.2178683,5.467069,Magnetic Arcades,0.0014217625435552904
4.723531,4.8830357,Protoneutron stars,0.004309487502486243
10.290242,6.26787,Cosmic web connectivity and structure,0.002489926112547607
7.4409595,11.155996,DART mission and Dimorphos impact studies,0.0016980117424326136
10.282653,8.21517,Adaptive Mesh Refinement in RAMSES,0.009617155443582546
8.426616,8.274201,Maser-related topics in astronomy,0.009315122986143341
3.297472,9.270388,Andromeda Galaxy and Dwarf Companions,0.00608116569795281
8.1061735,8.039191,Far astronomical observations/phenomena,0.017167966879562718
9.859973,9.490561,Software and data management in astronomy,0.0034844232285059706
9.7586155,9.505569,3D techniques in astronomy,0.02819215157609376
9.973082,4.0315733,DAMA/LIBRA annual modulation signature,0.0031271409312912993
7.5760493,9.030746,Identification of Unidentified Gamma-Ray Sources,0.00314187422189809
4.955277,10.911215,Planetesimal formation processes,0.0060038159222671585
7.419442,9.596609,XMM-Newton Observatory,0.02059714026829322
7.2348065,10.093457,IRAS and infrared astronomy,0.03914635314224255
9.784646,4.2235317,Extreme Energy Cosmic Rays and Dark Matter Detection,0.0018858611976691935
5.9704957,11.263072,Detailed studies of Mercury's physical and dynamical properties,0.001631711934702056
5.7799306,10.765446,Thermal inertia of asteroids,0.0019889942319167276
10.469018,6.8311825,Persistent homology in cosmic structures,0.002033194103737099
9.8065605,10.632008,Specific observational data and analysis techniques,0.0016501285479605442
10.222472,7.4430656,Advanced hydrodynamic simulation codes in cosmology,0.004861985900240889
10.555571,6.4943376,Cosmic topology and its implications,0.0030939910274260206
7.2211194,7.0550103,Lithium (Li) in astrophysical contexts,0.0066557640316176414
6.431262,11.229709,Apophis 2029 close approach analysis,0.0010202803745202472
6.833816,4.8810086,Solar Active Regions and Magnetic Activity,0.011760849226870575
8.703135,10.657914,ASICs in detector readout systems,0.001322312831959454
11.061517,6.667783,Bulk Flow in Cosmology,0.005860166338850951
10.389151,4.978148,Neutralino dark matter in supersymmetry,0.00514191842176991
11.011661,7.4021363,Parameter estimation in cosmology,0.0016059286761401725
8.569447,5.1980867,Propagation of ultra-high-energy cosmic rays,0.01683646784090993
12.060488,6.371057,Horndeski gravity and extensions,0.0019374277147929605
3.4753392,7.2336354,Wolf-Rayet stars,0.003941155237316478
10.329545,9.04103,Software and computational tools in astrophysics,0.0024972927578510024
5.378204,11.861263,Habitability of exoplanets with climate models,0.0042210877588454996
9.313176,10.351846,Redundant calibration in radio interferometry,0.0014954289965892432
5.1130767,9.592142,Dynamics and structure in cosmic matter,0.006327948315616551
8.9534855,7.2700725,Hanle Effect in Astrophysics,0.0015875120628816844
7.773794,9.348346,Fermi Gamma-Ray Space Telescope (Fermi LAT),0.011046284632441233
10.125034,6.162149,Affleck-Dine Mechanism in Cosmology,0.0014659624153756622
3.2829418,9.314356,Phoenix Dwarf Galaxy,0.0030240078970437652
8.21818,7.706745,Rest-frame properties,0.006976213102315337
5.196356,6.7046275,GRO J1655-40,0.0025451759523230717
6.530108,11.392013,Comet 17P/Holmes outburst events,0.002073710652905773
4.817217,10.532224,Dead zones in protostellar disks,0.0012154964750602222
10.858098,10.410949,Historical and cultural astronomy,0.0024972927578510024
4.773222,9.357113,Mass estimation of galaxy clusters,0.0015064789645443362
4.2678742,7.7511835,Population III stars,0.0033039404185727862
8.327088,6.972476,Diffusion processes in astrophysics,0.011005768083272558
4.980732,4.8035583,"Neutron matter, three-nucleon interactions, finite temperature",0.00270355882634607
9.233337,10.767391,Upgrades to astronomical instruments,0.002850891732413976
4.320984,9.913327,Galactic Bulge,0.0024420429180755376
6.6422286,11.34241,Comet 67P/Churyumov-Gerasimenko studies,0.00725246230119266
8.96171,7.270821,Alignment phenomena in astrophysics,0.017116400362438947
4.4485817,7.620769,Runaway Greenhouse Effect,0.0034144400981237152
8.748556,4.1205697,IceCube Neutrino Observatory,0.004696236380914496
7.791598,7.862719,Bipolar outflows in astronomy,0.0073003454956647295
10.404432,8.101325,Mathematical methods in gravitational/magnetic fields,0.004084804820732687
8.668245,4.394402,ANITA experiment and UHE neutrinos,0.0012302297656670129
2.8777404,8.578424,M 67 (NGC 2682),0.01223968117159127
4.923246,10.665776,HR 4796A circumstellar disk studies,0.002136327137984633
4.06385,5.2048492,Pulsar glitches and their analysis,0.005676000206266068
